model,family,condition,div_coeff,subject,n,acc,logpcc,margin,logpcc_ln,margin_ln
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,moral_disputes,346,0.248555,-6.695164,-0.003074,-6.695164,-0.003074
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,moral_scenarios,895,0.237989,-6.364547,-0.058815,-6.364547,-0.058815
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,nutrition,306,0.225490,-5.477423,-0.043399,-5.477423,-0.043399
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,philosophy,311,0.186495,-7.413097,-0.264245,-7.413097,-0.264245
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,prehistory,324,0.216049,-6.711879,-0.179598,-6.711879,-0.179598
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,professional_accounting,282,0.234043,-6.436284,-0.050389,-6.436284,-0.050389
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,professional_law,1534,0.245763,-6.591766,-0.016207,-6.591766,-0.016207
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,professional_medicine,272,0.183824,-5.502990,-0.119085,-5.502990,-0.119085
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,professional_psychology,612,0.250000,-6.557585,-0.007247,-6.557585,-0.007247
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,public_relations,110,0.218182,-6.753925,-0.217351,-6.753925,-0.217351
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,security_studies,245,0.187755,-5.929430,-0.148738,-5.929430,-0.148738
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,sociology,201,0.243781,-6.730092,0.033137,-6.730092,0.033137
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,us_foreign_policy,100,0.280000,-6.229907,0.122668,-6.229907,0.122668
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,virology,166,0.283133,-5.620271,0.075486,-5.620271,0.075486
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,world_religions,171,0.321637,-6.147145,0.356238,-6.147145,0.356238
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,abstract_algebra,100,0.220000,-4.395103,-0.105735,-4.395103,-0.105735
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,anatomy,135,0.185185,-4.884673,-0.234217,-4.884673,-0.234217
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,astronomy,152,0.184211,-4.861336,-0.077645,-4.861336,-0.077645
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,business_ethics,100,0.300000,-4.899603,0.239365,-4.899603,0.239365
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,clinical_knowledge,265,0.215094,-4.908272,-0.101009,-4.908272,-0.101009
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,college_biology,144,0.263889,-4.596427,0.073658,-4.596427,0.073658
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,college_chemistry,100,0.220000,-4.347558,0.022843,-4.347558,0.022843
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,college_computer_science,100,0.260000,-4.675172,0.118755,-4.675172,0.118755
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,college_mathematics,100,0.210000,-4.563983,-0.106443,-4.563983,-0.106443
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,college_medicine,173,0.208092,-4.876194,-0.014279,-4.876194,-0.014279
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,college_physics,102,0.215686,-4.469819,-0.023950,-4.469819,-0.023950
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,computer_security,100,0.280000,-4.760947,0.063088,-4.760947,0.063088
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,conceptual_physics,235,0.263830,-4.889774,-0.101561,-4.889774,-0.101561
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,econometrics,114,0.245614,-5.462324,-0.098640,-5.462324,-0.098640
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,electrical_engineering,145,0.241379,-4.659674,0.031536,-4.659674,0.031536
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,elementary_mathematics,378,0.208995,-4.631171,-0.135408,-4.631171,-0.135408
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,formal_logic,126,0.269841,-4.258434,0.154177,-4.258434,0.154177
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,global_facts,100,0.180000,-4.874564,-0.259615,-4.874564,-0.259615
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_biology,310,0.177419,-4.734954,-0.209190,-4.734954,-0.209190
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_chemistry,203,0.152709,-4.654540,-0.244393,-4.654540,-0.244393
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_computer_science,100,0.250000,-4.887651,0.040237,-4.887651,0.040237
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_european_history,165,0.218182,-5.446313,-0.095154,-5.446313,-0.095154
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_geography,198,0.176768,-5.088305,-0.272327,-5.088305,-0.272327
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_government_and_politics,193,0.196891,-5.364915,-0.157135,-5.364915,-0.157135
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_macroeconomics,390,0.202564,-5.156950,-0.137662,-5.156950,-0.137662
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_mathematics,270,0.214815,-4.822529,-0.103810,-4.822529,-0.103810
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_microeconomics,238,0.210084,-5.195121,-0.095992,-5.195121,-0.095992
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_physics,151,0.205298,-4.724265,-0.060126,-4.724265,-0.060126
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_psychology,545,0.192661,-4.918382,-0.187316,-4.918382,-0.187316
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_statistics,216,0.152778,-4.898343,-0.121207,-4.898343,-0.121207
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_us_history,204,0.250000,-5.320591,0.017442,-5.320591,0.017442
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,high_school_world_history,237,0.270042,-5.356999,0.084800,-5.356999,0.084800
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,human_aging,223,0.313901,-4.873378,0.159036,-4.873378,0.159036
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,human_sexuality,131,0.259542,-4.772844,0.047271,-4.772844,0.047271
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,international_law,121,0.239669,-5.277652,-0.014380,-5.277652,-0.014380
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,jurisprudence,108,0.259259,-4.971392,-0.012533,-4.971392,-0.012533
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,logical_fallacies,163,0.220859,-4.948392,-0.090088,-4.948392,-0.090088
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,machine_learning,112,0.312500,-4.609894,0.264930,-4.609894,0.264930
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,management,103,0.174757,-5.225101,-0.303587,-5.225101,-0.303587
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,marketing,234,0.290598,-5.111649,0.180141,-5.111649,0.180141
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,medical_genetics,100,0.290000,-4.482545,0.065649,-4.482545,0.065649
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,miscellaneous,783,0.237548,-4.751718,-0.098686,-4.751718,-0.098686
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,moral_disputes,346,0.248555,-5.078087,-0.008009,-5.078087,-0.008009
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,moral_scenarios,895,0.237989,-5.049486,-0.019837,-5.049486,-0.019837
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,nutrition,306,0.228758,-4.721061,-0.029195,-4.721061,-0.029195
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,philosophy,311,0.186495,-5.435349,-0.249750,-5.435349,-0.249750
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,prehistory,324,0.216049,-4.959272,-0.091423,-4.959272,-0.091423
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,professional_accounting,282,0.234043,-5.062344,-0.031381,-5.062344,-0.031381
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,professional_law,1534,0.245763,-5.426711,-0.003579,-5.426711,-0.003579
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,professional_medicine,272,0.183824,-4.767913,-0.136161,-4.767913,-0.136161
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,professional_psychology,612,0.250000,-5.106085,-0.009474,-5.106085,-0.009474
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,public_relations,110,0.218182,-5.089934,-0.203000,-5.089934,-0.203000
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,security_studies,245,0.187755,-5.226822,-0.077505,-5.226822,-0.077505
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,sociology,201,0.243781,-5.357013,0.030200,-5.357013,0.030200
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,us_foreign_policy,100,0.280000,-4.929786,0.182572,-4.929786,0.182572
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,virology,166,0.283133,-4.618924,0.143351,-4.618924,0.143351
GPT2_51M_557M_USPTOAndPubMedAbs,GPT2-51M-557M,mix,0.195,world_religions,171,0.321637,-4.377721,0.341772,-4.377721,0.341772
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,abstract_algebra,100,0.240000,-4.493686,0.000445,-4.493686,0.000445
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,anatomy,135,0.237037,-4.531156,-0.006442,-4.531156,-0.006442
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,astronomy,152,0.223684,-4.869686,-0.074978,-4.869686,-0.074978
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,business_ethics,100,0.270000,-5.158965,0.031351,-5.158965,0.031351
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,clinical_knowledge,265,0.203774,-4.885753,-0.107200,-4.885753,-0.107200
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,college_biology,144,0.243056,-4.386575,0.016399,-4.386575,0.016399
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,college_chemistry,100,0.120000,-4.756558,-0.281183,-4.756558,-0.281183
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,college_computer_science,100,0.280000,-4.840949,-0.012876,-4.840949,-0.012876
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,college_mathematics,100,0.200000,-4.679000,-0.137657,-4.679000,-0.137657
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,college_medicine,173,0.213873,-4.837993,-0.108065,-4.837993,-0.108065
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,college_physics,102,0.235294,-4.676724,-0.147880,-4.676724,-0.147880
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,computer_security,100,0.310000,-4.894309,0.103318,-4.894309,0.103318
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,conceptual_physics,235,0.238298,-4.988688,-0.043926,-4.988688,-0.043926
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,econometrics,114,0.219298,-4.761512,0.088601,-4.761512,0.088601
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,electrical_engineering,145,0.248276,-4.724569,0.049288,-4.724569,0.049288
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,elementary_mathematics,378,0.201058,-4.906121,-0.074887,-4.906121,-0.074887
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,formal_logic,126,0.269841,-4.515739,-0.068562,-4.515739,-0.068562
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,global_facts,100,0.210000,-5.227718,0.048249,-5.227718,0.048249
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_biology,310,0.209677,-4.466634,-0.127458,-4.466634,-0.127458
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_chemistry,203,0.246305,-4.415343,-0.035070,-4.415343,-0.035070
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_computer_science,100,0.270000,-4.810948,0.145187,-4.810948,0.145187
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_european_history,165,0.230303,-4.886381,0.007362,-4.886381,0.007362
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_geography,198,0.181818,-5.043833,-0.189733,-5.043833,-0.189733
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_government_and_politics,193,0.186528,-5.125840,-0.191997,-5.125840,-0.191997
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_macroeconomics,390,0.207692,-5.169684,-0.169735,-5.169684,-0.169735
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_mathematics,270,0.229630,-4.993761,-0.064284,-4.993761,-0.064284
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_microeconomics,238,0.201681,-5.015689,-0.138973,-5.015689,-0.138973
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_physics,151,0.172185,-4.860788,-0.150633,-4.860788,-0.150633
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_psychology,545,0.181651,-4.972566,-0.201595,-4.972566,-0.201595
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_statistics,216,0.157407,-5.064703,-0.313023,-5.064703,-0.313023
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_us_history,204,0.240196,-4.841189,0.079283,-4.841189,0.079283
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,high_school_world_history,237,0.270042,-4.927564,0.105331,-4.927564,0.105331
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,human_aging,223,0.300448,-4.701590,0.029460,-4.701590,0.029460
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,human_sexuality,131,0.251908,-4.996109,-0.012688,-4.996109,-0.012688
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,international_law,121,0.247934,-4.710758,0.132246,-4.710758,0.132246
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,jurisprudence,108,0.259259,-4.975560,0.041110,-4.975560,0.041110
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,logical_fallacies,163,0.226994,-4.824314,-0.016868,-4.824314,-0.016868
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,machine_learning,112,0.348214,-4.310200,0.285419,-4.310200,0.285419
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,management,103,0.174757,-5.007489,-0.210014,-5.007489,-0.210014
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,marketing,234,0.290598,-5.094386,0.143554,-5.094386,0.143554
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,medical_genetics,100,0.170000,-4.318196,0.039649,-4.318196,0.039649
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,miscellaneous,783,0.245211,-4.817922,0.004864,-4.817922,0.004864
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,moral_disputes,346,0.257225,-5.122034,0.093642,-5.122034,0.093642
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,moral_scenarios,895,0.237989,-4.942877,-0.028788,-4.942877,-0.028788
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,nutrition,306,0.218954,-4.828926,-0.081010,-4.828926,-0.081010
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,philosophy,311,0.189711,-5.473872,-0.117573,-5.473872,-0.117573
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,prehistory,324,0.219136,-5.092772,-0.057433,-5.092772,-0.057433
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,professional_accounting,282,0.226950,-5.311566,-0.015989,-5.311566,-0.015989
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,professional_law,1534,0.245111,-5.458024,0.041213,-5.458024,0.041213
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,professional_medicine,272,0.187500,-4.721781,-0.142995,-4.721781,-0.142995
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,professional_psychology,612,0.256536,-4.945260,0.051039,-4.945260,0.051039
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,public_relations,110,0.218182,-5.134892,-0.172110,-5.134892,-0.172110
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,security_studies,245,0.187755,-5.143683,-0.185255,-5.143683,-0.185255
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,sociology,201,0.253731,-5.128383,-0.069155,-5.128383,-0.069155
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,us_foreign_policy,100,0.300000,-4.916293,0.060809,-4.916293,0.060809
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,virology,166,0.277108,-4.667759,0.047045,-4.667759,0.047045
GPT2_810M_2.2B_USPTOAndPubMedAbs,GPT2-810M,mix,0.195,world_religions,171,0.345029,-4.592666,0.271527,-4.592666,0.271527
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,abstract_algebra,100,0.220000,-5.355008,-0.209857,-5.355008,-0.209857
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,anatomy,135,0.185185,-4.983596,-0.157167,-4.983596,-0.157167
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,astronomy,152,0.177632,-5.311790,-0.281143,-5.311790,-0.281143
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,business_ethics,100,0.300000,-5.284743,0.246996,-5.284743,0.246996
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,clinical_knowledge,265,0.215094,-5.139253,-0.155833,-5.139253,-0.155833
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,college_biology,144,0.256944,-4.662003,0.034638,-4.662003,0.034638
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,college_chemistry,100,0.200000,-4.812441,-0.066958,-4.812441,-0.066958
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,college_computer_science,100,0.260000,-4.966449,0.048807,-4.966449,0.048807
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,college_mathematics,100,0.210000,-5.169270,-0.144184,-5.169270,-0.144184
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,college_medicine,173,0.208092,-5.067660,-0.124912,-5.067660,-0.124912
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,college_physics,102,0.215686,-5.156158,-0.061303,-5.156158,-0.061303
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,computer_security,100,0.270000,-5.186430,-0.033362,-5.186430,-0.033362
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,conceptual_physics,235,0.263830,-5.188980,0.025480,-5.188980,0.025480
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,econometrics,114,0.236842,-5.194494,-0.070655,-5.194494,-0.070655
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,electrical_engineering,145,0.241379,-5.220972,-0.101002,-5.220972,-0.101002
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,elementary_mathematics,378,0.208995,-5.353503,-0.150413,-5.353503,-0.150413
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,formal_logic,126,0.285714,-4.760849,0.218776,-4.760849,0.218776
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,global_facts,100,0.180000,-5.722203,-0.349355,-5.722203,-0.349355
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_biology,310,0.177419,-4.968205,-0.164352,-4.968205,-0.164352
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_chemistry,203,0.152709,-5.113622,-0.325083,-5.113622,-0.325083
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_computer_science,100,0.250000,-5.089891,-0.004286,-5.089891,-0.004286
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_european_history,165,0.218182,-5.298231,-0.104729,-5.298231,-0.104729
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_geography,198,0.176768,-5.529792,-0.212484,-5.529792,-0.212484
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_government_and_politics,193,0.196891,-5.283468,-0.081522,-5.283468,-0.081522
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_macroeconomics,390,0.202564,-5.339536,-0.018958,-5.339536,-0.018958
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_mathematics,270,0.211111,-5.386268,-0.151982,-5.386268,-0.151982
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_microeconomics,238,0.210084,-5.324355,-0.091940,-5.324355,-0.091940
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_physics,151,0.198675,-5.381251,-0.172002,-5.381251,-0.172002
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_psychology,545,0.192661,-5.179250,-0.136670,-5.179250,-0.136670
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_statistics,216,0.152778,-5.338109,-0.213001,-5.338109,-0.213001
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_us_history,204,0.250000,-5.342512,0.032464,-5.342512,0.032464
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,high_school_world_history,237,0.270042,-5.264399,0.031557,-5.264399,0.031557
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,human_aging,223,0.309417,-5.043058,0.123194,-5.043058,0.123194
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,human_sexuality,131,0.259542,-5.034375,0.052158,-5.034375,0.052158
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,international_law,121,0.239669,-5.457790,-0.219441,-5.457790,-0.219441
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,jurisprudence,108,0.259259,-5.350523,-0.007519,-5.350523,-0.007519
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,logical_fallacies,163,0.220859,-5.128603,-0.109613,-5.128603,-0.109613
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,machine_learning,112,0.312500,-5.046487,0.250633,-5.046487,0.250633
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,management,103,0.174757,-5.497048,-0.271281,-5.497048,-0.271281
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,marketing,234,0.294872,-5.120267,0.104435,-5.120267,0.104435
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,medical_genetics,100,0.300000,-4.769339,0.197451,-4.769339,0.197451
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,miscellaneous,783,0.237548,-5.202560,-0.077064,-5.202560,-0.077064
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,moral_disputes,346,0.248555,-5.118620,-0.016297,-5.118620,-0.016297
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,moral_scenarios,895,0.237989,-5.378973,-0.032958,-5.378973,-0.032958
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,nutrition,306,0.225490,-5.120931,-0.128755,-5.120931,-0.128755
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,philosophy,311,0.186495,-5.334234,-0.264384,-5.334234,-0.264384
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,prehistory,324,0.216049,-5.146733,-0.153843,-5.146733,-0.153843
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,professional_accounting,282,0.237589,-5.261621,-0.055926,-5.261621,-0.055926
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,professional_law,1534,0.245763,-5.083627,-0.018626,-5.083627,-0.018626
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,professional_medicine,272,0.183824,-4.978019,-0.193724,-4.978019,-0.193724
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,professional_psychology,612,0.250000,-5.122015,-0.023380,-5.122015,-0.023380
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,public_relations,110,0.218182,-5.475343,-0.189149,-5.475343,-0.189149
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,security_studies,245,0.187755,-5.474920,-0.090419,-5.474920,-0.090419
GPT2_810M_PubMedAbs,GPT2-810M,pubmed,0.168,sociology,201,0.243781,-5.235056,-0.032992,-5.235056,-0.032992
